标题,链接,价格,作者,出版时间,评论数,简介
数据结构――Python语言描述 提供课件、源代码、习题答案、教学大纲等丰富配套资源，基于Python语言的数据结构基础编程语法详解,http://product.dangdang.com/25325842.html,¥59.30,张光河,2018-07-01,1.每章除了相应的知识内容之外，还包括基础实验、综合实验和习题。2.不但在教材中给出了基于 Python 实现的算法代码，还有与之对应并配套的、可独立运行的 Python 程序。3.提供多媒体课件、源代码、习题答案、教学大纲等丰富配套资源。
物联网Python开发实战 安翔 9787121337512,http://product.dangdang.com/1396233869.html,¥37.95,安翔,2018-03-01,暂时没有内容
包邮 [套装书]Python编程从0到1（视频教学版）+深度学习之图像识别：核心|8063163,http://product.dangdang.com/1529737845.html,¥107.40,张�E言有三,2019-08-20,"---------------------------Python编程从0到1（视频教学版）--------------------------- 广告语： 一本值得反复研读的佳作，注重内功修炼，而非花拳绣腿；来自真实经验的详略取舍，注重对知识的探寻和思考；透过Python表象，深入程序设计本质，其然并知其所以然 编辑推荐： 一本值得你反复研读的Python佳作，注重内功修炼，而非花拳绣腿 来自于真实教学经验的详略取舍，注重对知识的探寻和思考过程 透过Python的表象，深入程序设计的本质，让你知其然并知其所以然 ---------------------------深度学习之图像识别：核心技术与案例实战--------------------------- 奇虎360,陌陌资深工程师力作,6年心得分享,4位大咖力荐.深度学习核心理论,数据与模型可视化,模型压缩与优化.图像分类,图像分割,目标检测的三大核心技术,八大经典案例 编辑推荐： 奇虎360人工智能研究院/陌陌深度学习实验室资深"
玩转Python网络爬虫 资深爬虫工程师专业奉献 基于Python 3从零基础到项目实战 提供技术交流与服务群,http://product.dangdang.com/25299612.html,¥47.60,黄永祥,2018-06-07,本书站在初学者的角度，从原理到实践，深入、系统地阐述了使用Python 3开发网络爬虫的核心技术，全书从逻辑上可分为基础篇、实战篇和爬虫框架篇三部分。 基础篇主要介绍了编写网络爬虫所需的基础知识，包括网站分析、数据抓取、数据清洗和数据入库。网站分析讲述如何使用Chrome和Fiddler抓包工具对网站做全面分析。数据抓取介绍了Python爬虫模块Urllib和Requests的基础知识。数据清洗主要介绍字符串操作、正则表达式和Beautiful Soup的使用。数据入库分别讲述了MySQL和MongoDB的操作，通过ORM框架SQLAlchemy实现数据持久化，实现企业级开发。 实战篇深入讲解了分布式爬虫、爬虫软件的开发与应用、12306抢票程序和微博爬取，所举实例均来自于编者的开发实践，可帮助读者快速提升技能，开发自己的实际项目。 爬虫框架篇主要讲述Scrapy的原理和特性，通过爬取QQ音乐实例，
编程超有趣 奇妙Python轻松学 第1辑 Python入门书 人工智能 青少年学编程 少儿编程零基础入门参考书 看动画视频学习Python活用英语单词建立数学建模思维体验人工智能技术,http://product.dangdang.com/25324475.html,¥62.20,HelloCode人工智能国际研究组,2018-08-01,※本书配有动画教学视频，小读者可以看动画直观地学习知识，学习更容易。 ※编程需要用到英语，针对小朋友英语词汇量较少的问题，本书每章开头都会提炼出该章节会使用到的生词，让小读者在编程过程中，不会因为语言障碍而影响编程学习。通过学习编程，还能更加深刻地学习英语单词，一举两得。 ※图书内容生动有趣，以小墨提问，墨博士和墨哥哥回答的形式，在故事中轻松学习编程语言。 ※讲解很生动，不是生硬地讲知识，而是把难懂的内容比喻成小朋友身边常用的物品，通过类比解释，让小读者轻松理解知识。 ※北京大学计算机科学技术研究所所长郭宗明、清华大学软件学院副院长丁贵广、中国劳动经济学会人工智能学院院长王坛倾情推荐。 ※系列书分为Scratch模块、Python模块、人工智能模块。小学生可以学习Scratch模块，初中高中生可以学习Python
Python 3.0科学计算指南 Python3科学计算教程 Python中的主要语法元素 基本数据类型 容器类型 符号计算 SciPy和NumPy的参考资料,http://product.dangdang.com/25299664.html,¥62.20,[瑞典]克劳斯・福勒（Claus Führer）简・ 埃里克・索利姆（Jan E,2018-07-01,Python不仅是一种通用的编程语言，更是免费且开源的语言和环境，在科学计算领域具有巨大的应用潜力。本书以数学应用为背景介绍Python的相关知识。通过学习本书， 你将认识到Python 是一种将科学计算与数学紧密结合起来的强大工具；学会使用面向对象的Python执行计算任务的方法，并掌握计算数学的一个必要构建块 线性代数及其对象；学会函数和类的使用方法；熟悉测试工具并学习复杂的编程示例；通过Python模块SymPy开启计算机代数的学习之旅。本书将介绍所有需要掌握的Python知识，以及将这些知识应用于线性代数、数组、绘图、迭代、函数以及多项式等的方法。本书旨在帮助你：● 理解Python的主要语法元素；● 了解Python中重要和基本的数据类型；● 理解计算数学的一个必要构建块 线性代数及其对象；● 用Python的matplotlib包创建高质量的表格和图形，以便绘制
用Python玩转树莓派和MegaPi 本书例程环境为PC：Windows 7；Python：32位Python 3.6.1；Opencv：2.4.9.1；树莓派3B+，操作系统Raspbian。,http://product.dangdang.com/27874819.html,¥30.80,王德庆,2019-05-01,将学科知识与项目活动相结合，是中小学生STEM教育课程的好教材。 本书适合有一定开源软硬件知识基础的中学生，可作为他们创客课程、机器人课程的教材使用，也可作为各种培训机构教学参考用书。
Python编程实战：运用设计模式、并发和程序库创建高质量程序（全球资深Python专家Doug Hellmann作序,http://product.dangdang.com/23535220.html,¥47.60,（美）萨默菲尔德 著，爱飞翔 译,2014-08-01
多元统计分析――R与Python的实现（基于R应用的统计学丛书）,http://product.dangdang.com/26911029.html,¥31.40,吴喜之,2019-01-18
Python程序设计,http://product.dangdang.com/23917218.html,¥71.30,[美]戴维I.施耐德,2016-03-03
Python网络数据爬取及分析从入门到精通（爬取篇）（内容讲解专业但不晦涩，实例分析实际但不枯燥）,http://product.dangdang.com/25282162.html,¥47.20,杨秀璋，颜娜,2018-05-28,"这是一套以实例为主、使用Python语言讲解网络数据爬虫及分析的实战指南。本套书通俗易懂,涵盖了Python基础知识、数据爬取、数据分析、数据预处理、数据可视化、数据存储、算法评估等多方面知识，每一部分知识都从安装过程、导入扩展包到算法原理、基础语法,再结合实例进行详细讲解。 本套书包括两本:《Python网络数据爬取及分析从入门到精通(爬取篇)》和《Python网络数据爬取及分析从入门到精通(分析篇)》。 看完此书，真正让你做到从入门到精通。"
Python数据科学手册（影印版）,http://product.dangdang.com/25311673.html,¥85.30,[美] Jake，VanderPlas 著,2018-09-01
Python程序设计教程 经过实践和验证的新课改高中编程用书,http://product.dangdang.com/25120255.html,¥31.40,范建农 主编,2017-07-01,通过各种在中学经过实践教学检验的编程问题或案例，将Python语言与常用算法思想、创客教育结合起来，通过Python编程来实现算法思维，利用Python语言的扩展性将其与硬件连接，实现 造物 ，充分强调了计算思维。
Python实用教程（含典型案例视频分析）,http://product.dangdang.com/27848031.html,¥51.50,郑阿奇,2019-03-01
Keras深度学习实战 人工智能深度学习教程 Keras快速上手 基于Keras的Python实践 Keras深度学习实践应用 提升AI编程能力,http://product.dangdang.com/25295969.html,¥53.20,"[意大利]安东尼奥・古利(Antonio Gulli), [印度]苏伊特・帕尔(",2018-07-01,本书为软件工程师和数据科学家而编写，书中简明而全面地介绍了目前的神经网络和深度学习技术。全书展示了基于Keras框架、以Python编码的20多种有效的神经网络。你将从本书中学到以下内容：在大型神经网络上使用反向传播算法逐步优化函数微调神经网络以改进结果质量使用深度学习进行图像和音频处理在特定的案例中使用递归神经张量网络（RNTN）以取得比标准词嵌入更好的效果识别循环神经网络（RNN）适于解决的问题探索自动编码机的实现过程使用强化学习增强深层神经网络全书通俗易懂，强调实际案例，适合广大的机器学习从业者和爱好者入门与实践。
面向ArcGIS的Python脚本编程,http://product.dangdang.com/23592710.html,¥44.20,[美]Paul A. Zandbergen 著，李明巨 等译,2014-11-01,《面向ArcGIS的Python脚本编程》是一本指导ArcGIS for Desktop专业用户进行Python开发的指南。该书将教会您如何通过编写Python代码处理空间数据并在ArcGIS中自动化实现地理处理任务。读者在学习完本书后，可以根据需要创建自定义的地理处理工具。本书共包括14章，在随书的DVD光盘中，还附有相应的练习和数据。您可以在线下载ArcGIS 10.1 for Desktop的试用版，其试用期为180天。
包邮 [套装书]Python人工智能项目实战+Python自然语言处理（2册）|8065086,http://product.dangdang.com/1547526655.html,¥107.40,[印度] 桑塔努・帕塔纳亚克（Santanu Pattanayak）[印度]雅兰,2019-10-18
包邮 [套装书]Python深度学习：基于PyTorch+神经网络与深度学习实战|8064744,http://product.dangdang.com/1542153585.html,¥134.60,吴茂贵 郁明敏 杨本法 李涛 张粤磊陈屹,2019-10-14,---------------------------Python深度学习：基于PyTorch--------------------------- 资深AI技术专家和大数据技术专家20余年工作经验总结 从工具使用、技术原理、算法实现、工程实践等维度全面、系统讲解深度学习
包邮 [套装书]Python数据分析与挖掘实战（第2版）+Python金融大数据|8065141,http://product.dangdang.com/1551925265.html,¥161.70,张良均 谭立云 刘名军 江建明王宇韬 房宇亮 肖金鑫（新加坡）马伟明（J,2019-10-30,---------------------------Python数据分析与挖掘实战（第2版）--------------------------- Hands-on Data Analysis and Data Mining with PythonPython数据分析与挖掘实战（第2版）张良均 谭立云 刘名军 江建明 ◎ 著畅销书全新升级，第1版销量超过10万册，被国内100余所高等院校采用为教材，是该领域公认的经典著作由具有10余年大数据分析与挖掘经验的专家撰写，提供上机环境、源代码、建模数据、教学PPT ---------------------------Python金融大数据挖掘与分析全流程详解--------------------------- 金融数据挖掘 企业风险预警 智能投资分析 量化金融交易揭秘人工智能在金融行业中的实战应用 全流程详解量化金融与数据化决策技术
包邮 [套装书]Python深度学习：基于PyTorch+Python编程从0到|8064753,http://product.dangdang.com/1542583575.html,¥114.20,吴茂贵 郁明敏 杨本法 李涛 张粤磊张�E,2019-10-14,---------------------------Python深度学习：基于PyTorch--------------------------- 资深AI技术专家和大数据技术专家20余年工作经验总结 从工具使用、技术原理、算法实现、工程实践等维度全面、系统讲解深度学习 ---------------------------Python编程从0到1（视频教学版）--------------------------- 广告语： 一本值得反复研读的佳作，注重内功修炼，而非花拳绣腿；来自真实经验的详略取舍，注重对知识的探寻和思考；透过Python表象，深入程序设计本质，其然并知其所以然 编辑推荐： 一本值得你反复研读的Python佳作，注重内功修炼，而非花拳绣腿 来自于真实教学经验的详略取舍，注重对知识的探寻和思考过程 透过Python的表象，深入程序设计的本质，让你知其然并知其所以然
"Python轻松学:爬虫、游戏与架站 使用大量手绘图教学,有趣,有料,人人都能学会的Python编辑书",http://product.dangdang.com/26918588.html,¥40.20,王春艳,2019-03-08,? 有趣的手绘插图：文字说不清楚的事情咱们来看图说。 ? 丰富的编程案例：不再干巴巴地讲理论，用示例和项目说明一切。 ? 涉及内容广泛：覆盖Python Web、Python爬虫、游戏编程三大热点应用，总有一个是你关注的。 ? 配合视频教学：为便于读者掌握本书内容，笔者专门录制了相关视频教学课程，读者可以登录网站观看本书的视频教学，也可扫描下方的二维码用手机观看。若使用过程中出现问题，可以发送邮件至，主题为 Python轻松学：游戏、爬虫与架站配书文件 。 ? 技术交流：可以加入笔者的QQ群进行技术交流，并获得技术支持。
Python机器学习实践：测试驱动的开发方法,http://product.dangdang.com/25192670.html,¥46.60,[美] 马修・柯克（Matthew Kirk）,2017-11-20
Python 并行编程手册,http://product.dangdang.com/25262468.html,¥46.60,（意大利）Giancarlo Zaccone（詹卡洛 扎克尼）,2018-04-01
Python大学教程 以Python 3.6.1为蓝本，例程多在IDLE界面上调试，以便初学者快速掌握Python语法,http://product.dangdang.com/25344261.html,¥69.00,张基温,2018-08-24,? 彰显 计算思维 语言艺术 工程规范 的程序设计教育理念。 ? 概念力求精准，突出思想性、启发性、本质性。 ? 结构力求严谨、紧凑，便于知识总结、梳理。 ? 例题力求经典，例程力求简短，便于阅读、理解。 ? 素材力求丰富，创造一个良好的知识建构环境和后期学习参考。 ? 习题力求丰富、多样，减轻教师开发题目的负担。 ? 零起点、轻松入门、螺旋式深入，适合不同层次的教学。 ? 以Python 3.6.1为蓝本，例程多在IDLE界面上调试，以便初学者快速掌握Python语法。
正版 Python编程无师自通――专业程序员的养成+算法图解共两本 算机与互联网 编程语言与程序设计,http://product.dangdang.com/1243135188.html,¥83.10,[美] 科里?奥尔索夫（Cory Althoff）,2019-01-01
Python程序设计开发宝典 深入剖析Python 3.5.x、Python 3.6.x及更新版本的内置对象和标准库对象高级用法，注重Python内功修炼。 150个案例源代码和超过1000个演示性代码片段，完美诠释Pythoni,http://product.dangdang.com/25121677.html,¥47.00,董付国,2017-08-01,内容与Python*版本同步。面向Python 3.5.x、Python 3.6.x及更新版本，重点关注内置对象和标准库对象的高级用法以及比较前沿的一些新技术。语言精练、代码优雅。深入剖析Python编程模式，使用*简练的语言和代码介绍Python高级用法，完美诠释Pythonic的真正含义。案例丰富、注释量大、实用性强。精选多个领域中的经典案例，几乎每段重要代码都配有大量注释，让读者能够在*短时间内理解代码思路和要点，大幅度缩短阅读和学习时间，由浅入深，层层递进，平滑学习曲线。
Python数据科学导论：概念、技术与应用 数据科学入门书，提供了在真实数据上使用Python的有趣实例,http://product.dangdang.com/25331763.html,¥53.20,[西]劳拉・伊瓜尔（Laura Igual）等,2018-08-27,?《Python数据科学导论》部分内容已用于西班牙巴塞罗那大学 数据科学和大数据 课程。本书具有如下特色： 1) 提供了许多基于真实世界数据的实际案例研究。 ?2) 通过使用Python解决数据科学问题的实践经验来加深理解。 ?3) 介绍了用于统计分析、机器学习、图像分析和并行编程的技术和工具。 ?4) 回顾了数据科学的一系列应用，包括推荐系统和基于文本数据的情感分析。 ?5) 在相关网站上提供了补充代码资源和数据（见本书前言）。
Python网络数据爬取及分析从入门到精通（分析篇）（内容讲解专业但不晦涩，实例分析实际但不枯燥）,http://product.dangdang.com/25282163.html,¥41.10,杨秀璋，颜娜,2018-05-28,"这是一套以实例为主、使用Python语言讲解网络数据爬虫及分析的实战指南。本套书通俗易懂,涵盖了Python基础知识、数据爬取、数据分析、数据预处理、数据可视化、数据存储、算法评估等多方面知识，每一部分知识都从安装过程、导入扩展包到算法原理、基础语法,再结合实例进行详细讲解。 本套书包括两本:《Python网络数据爬取及分析从入门到精通(爬取篇)》和《Python网络数据爬取及分析从入门到精通(分析篇)》。 看完此书，真正让你做到从入门到精通。"
啊哈编程星球：一本书入门Python和C++ 信息学竞赛教练推荐的编程启蒙书，帮助训练逻辑思维能力、想象能力和解题能力！,http://product.dangdang.com/27941056.html,¥82.20,啊哈磊,2019-09-01,边看故事边玩 游戏，边闯关边学习新知识，让孩子轻松学本领！本书附赠超值游戏通关秘钥 丰富动画视频课程！
"趣学Python――教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社【新华书店 购书无忧】 全面恢复发货，急件及疫情管控区域请联系客服",http://product.dangdang.com/1576576254.html,¥55.50,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
"趣学Python――教孩子学编程,[美] 布里格斯,尹哲,人民邮电出版社【新书店 正版书】 温馨提示：快递即日起陆续恢复中，加急件请提前联系客服！",http://product.dangdang.com/1563950954.html,¥56.50,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
"趣学Python――教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社【新华书店 值得信赖】 快递陆续恢复中，急件请联系在线客服核实!",http://product.dangdang.com/1513805563.html,¥53.20,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
"趣学Python――教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 9787115381439 全国大部分地区已恢复发货 急件请咨询客服",http://product.dangdang.com/1579152048.html,¥54.28,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
从Python新手到Django架站高手（套装共2册）,http://product.dangdang.com/1394711016.html,¥158.00,何敏煌 著,2017-07-01
精通Python设计模式 *二2版 软件工程书籍教程 系统架构 微服务设计模式之禅可复用 软件开发,http://product.dangdang.com/1562432001.html,¥36.20,卡蒙・阿耶娃 等,2020-01-01,●26种基本设计模式，化解软件设计的常见问题 ●借力高效的Python语言，实例展示各模式关键特性
现货Python编程快速上手让繁琐工作自动化+Python核心编程第3版 2册 编程基础教程网络爬虫入门书籍Pytho,http://product.dangdang.com/1540221755.html,¥160.00,无,2019-09-30
从Python开始学编程*9787121301995 Vamei 全新正版图书,http://product.dangdang.com/1541659484.html,¥35.30,Vamei,2017-01-01,这本书会告诉你什么是字字珠玑，真的超级好读。 从编程和Python的历史开讲，这些小历史不仅有助于学习Python，对学习其他编程也超级有用，重点是，讲的太生动啦。 接着又讲了Python的基础，运算、函数、参数、循环、对象……都有讲，附上代码，学完再写个小爬虫。
基于Python的大数据分析基础及实战 python书籍 python基础教程 编程入门 计算机编程基础入门书籍 py,http://product.dangdang.com/1554930845.html,¥64.00,余本国,2019-11-04
从Python小白到爬虫高手（套装共2册）,http://product.dangdang.com/1394742816.html,¥118.00,林信良，胡松涛 著,2017-03-01
精通Python爬虫框架Scrapy [美]迪米特里奥斯 考奇斯-劳卡斯(Dimitrios Kouzis-Lo 97,http://product.dangdang.com/1357319169.html,¥32.45,[美]迪米特里奥斯 考奇斯-劳卡斯(Dimitrios Kouzis-Lo,2018-02-01,Scrapy是一个开源的Python爬虫框架，可以用来轻松提取从页面数据。Scrapy带有丰富的特性，可通过简单的编码或配置来访问，从而可以节省开发人员数周的开发时间，并高效地提取所需数据。Scrapy有一个高度活跃且迅速增长的社区，而且已经成为黑客、创业者和Web爬取专家的首 选框架。本书讲解了Scrapy的基础知识，讨论了如何从任意源提取数据，如何清理数据，以及如何使用Python和第三方API进行处理，以满足自身需求。本书还讲解了如何将爬取的数据高效地馈入数据库、搜索引擎和流数据处理系统（比如Apache Spark）。在学习完本书后，你将对数据爬取胸有成竹，并将数据应用在自己的应用程序中。本书内容：使用HTML和Xpath提取所需的数据；使用Python编写Scrapy爬虫，并在网络上进行爬取操作；将数据推送到任意数据库、搜搜引擎或分析系统的方法；配置爬虫，使其下载
疯狂Python讲义 李刚 python编程从入门到精通实践计算机语言程序设计 python基础教程核心技术网络爬虫p,http://product.dangdang.com/1554871665.html,¥112.00,李刚,2019-01-01
趣学Python――教孩子学编程 程序设计书籍 少年趣味编程书籍 计算机书籍 编程书籍,http://product.dangdang.com/1540229235.html,¥55.00,Jason R. Briggs,2019-09-30
【正版全新直发】从Python开始学编程 Vamei 9787121301995 电子工业出版社,http://product.dangdang.com/1547217658.html,¥47.50,Vamei,2017-01-01,适读人群 ：编程初学者 这本书会告诉你什么是字字珠玑，真的超级好读。 n 从编程和Python的历史开讲，这些小历史不仅有助于学习Python，对学习其他编程也超级有用，重点是，讲的太生动啦。 n 接着又讲了Python的基础，运算、函数、参数、循环、对象……都有讲，附上代码，学完再写个小爬虫。
"【新书店正版】趣学Python――教孩子学编程[美] 布里格斯,尹哲人民邮电出版社9787115381439 新书店购书无忧有保障！",http://product.dangdang.com/1566994138.html,¥55.40,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
趣学Python 教孩子学编程 儿童编程入门教程书籍 笨办法学 python核心编程 零基础学计算机编程教程书籍从入门,http://product.dangdang.com/1348079218.html,¥55.00,无,2018-10-06
"趣学Python――教孩子学编程 [美] 布里格斯,尹哲 9787115381439 人民邮电出版社 【正版现货，下单即发】有问题随时联系或者咨询在线客服！",http://product.dangdang.com/1558247498.html,¥59.00,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
"【新书店直发】趣学Python――教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 9787115381439 新书店，多仓发货，购书无忧有保障！",http://product.dangdang.com/1574608752.html,¥59.00,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
【正版】趣学Python 教孩子学编程 编程书籍 程序设计书籍 少年趣味编程书籍 计算机书籍 编程书籍 Python软,http://product.dangdang.com/1516650753.html,¥58.34,无,2016-05-01
精通Python自然语言处理 python自然语言处理开发教程书 python自然语言编程指南 python程序设计,http://product.dangdang.com/1540230135.html,¥56.00,Deepti Chopra,2019-09-30
"【全新直发】趣学Python――教孩子学编程 [美] 布里格斯,尹哲 9787115381439 人民邮电出版社",http://product.dangdang.com/1552708078.html,¥57.60,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
"【新书店正版】趣学Python――教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 正版图书，请注意售价高于定价，有问题联系客服谢谢。",http://product.dangdang.com/1577998827.html,¥100.00,"[美] 布里格斯,尹哲",2015-02-01,Amazon畅销编程图书 本书把你带入一个鲜活的Python编程世界。 作者JasonR.Briggs将带领你用独特的（往往很好玩的）示例程序带你学习基础知识。每章后面都配有编程练习来帮助训练思维并加强理解。在本书的*后部分，你将编写两个完整的游戏：一个经典弹球游戏的复制品，以及一个能在平台上跳跃、有动画及更多效果的《火柴人逃生》游戏。 当你完成这个编程之旅后，你将学到： ●使用列表、元组和字典等基本数据结构； ●用函数和模块来组织以并重用代码； ●使用循环和条件语句等控制结构； ●用Python的海龟模块来画形状和图案； ●用tkinter来创建游戏、动画以及其他画面效果。 为什么这本书也能给读者带来乐趣？因为本书是你进入神奇的计算机编程世界的门票。
利用Python进行数据分析 python基础教程 python核心编程 python学习手册 计算机网络程序 企业数,http://product.dangdang.com/1555064945.html,¥112.00,Wes McKinney,2014-01-01
精通Python网络爬虫：核心技术、框架与项目实战 Python网络爬虫爬取技术与反爬公关技巧 数据挖掘工程师计算机专,http://product.dangdang.com/1361935704.html,¥65.00,韦玮,2017-03-01
Python机器学习入门（影印版）,http://product.dangdang.com/24196985.html,¥70.30,(美)安德烈亚斯・穆勒//莎拉・圭多,2017-01-01
Python程序设计基础,http://product.dangdang.com/28487949.html,¥45.40,钟雪灵,2019-12-01
Python程序设计案例课堂 零基础、入门级的讲解，超多、实用、专业的范例和项目，超多容量资源大放送,http://product.dangdang.com/25179383.html,¥47.00,刘春茂、裴雨龙、展娜娜,2017-10-01,本书特色 * 零基础、入门级的讲解。 无论你是否从事计算机相关行业，是否接触过Python编程语言，都能从本书中找到*起点。 * 超多、实用、专业的范例和项目。 本书在编排上紧密结合深入学习Python编程技术的先后顺序，从Python的基本语法开始，带领大家逐步深入地学习各种应用技巧，侧重实战技能，使用简单易懂的实际案例进行分析和操作指导，让读者读起来简明轻松，操作起来有章可循。 * 随时检测自己的学习成果。 每章首页中，均提供了学习目标，以指导读者重点学习及学后检查。 大部分章节*后的 跟我练练手 板块，均根据本章内容精选而成，读者可以随时检测自己的学习成果和实战能力，做到融会贯通。 * 细致入微、贴心提示。 本书在讲解过程中，在各章中使用了 注意 和 提示 等小贴士，使读者在学习过程中更清楚地了解
